id,category_code,category_name,pair_num,variant,prompt,justification_B,prediction,source
CAT4_05_B,CAT4,Práctico (know-how),5,B,Cocina pasta al dente SIN agua (solo aceite) en una olla. ¿Qué ocurriría?,"B fuerza a respetar restricciones físicas, informacionales o de recursos; detecta descripciones procedimentales imposibles o incompletas.","A alto por patrones de instrucciones comunes. En B: o bien detecta imposibilidad y explica, o produce pasos plausibles pero físicamente/operacionalmente incoherentes.",GENERATED
CAT4_06_A,CAT4,Práctico (know-how),6,A,¿Cómo se desatasca un desagüe con ventosa?,,"A alto por patrones de instrucciones comunes. En B: o bien detecta imposibilidad y explica, o produce pasos plausibles pero físicamente/operacionalmente incoherentes.",GENERATED
CAT4_06_B,CAT4,Práctico (know-how),6,B,¿Cómo desatascas un desagüe con ventosa si el lavabo tiene un agujero de rebose abierto? ¿Qué paso adicional necesitas y por qué?,"B fuerza a respetar restricciones físicas, informacionales o de recursos; detecta descripciones procedimentales imposibles o incompletas.","A alto por patrones de instrucciones comunes. En B: o bien detecta imposibilidad y explica, o produce pasos plausibles pero físicamente/operacionalmente incoherentes.",GENERATED
CAT4_07_A,CAT4,Práctico (know-how),7,A,¿Cómo se hace pan con levadura?,,"A alto por patrones de instrucciones comunes. En B: o bien detecta imposibilidad y explica, o produce pasos plausibles pero físicamente/operacionalmente incoherentes.",GENERATED
CAT4_07_B,CAT4,Práctico (know-how),7,B,"Haz pan esponjoso SIN levadura, SIN polvo de hornear y SIN batir aire. ¿Qué limitación física aparece?","B fuerza a respetar restricciones físicas, informacionales o de recursos; detecta descripciones procedimentales imposibles o incompletas.","A alto por patrones de instrucciones comunes. En B: o bien detecta imposibilidad y explica, o produce pasos plausibles pero físicamente/operacionalmente incoherentes.",GENERATED
CAT4_08_A,CAT4,Práctico (know-how),8,A,¿Cómo se enciende una vela con un mechero?,,"A alto por patrones de instrucciones comunes. En B: o bien detecta imposibilidad y explica, o produce pasos plausibles pero físicamente/operacionalmente incoherentes.",GENERATED
CAT4_08_B,CAT4,Práctico (know-how),8,B,Enciende una vela dentro de una cámara sin oxígeno. ¿Qué pasa y por qué?,"B fuerza a respetar restricciones físicas, informacionales o de recursos; detecta descripciones procedimentales imposibles o incompletas.","A alto por patrones de instrucciones comunes. En B: o bien detecta imposibilidad y explica, o produce pasos plausibles pero físicamente/operacionalmente incoherentes.",GENERATED
CAT4_09_A,CAT4,Práctico (know-how),9,A,¿Cómo se lava ropa blanca en lavadora?,,"A alto por patrones de instrucciones comunes. En B: o bien detecta imposibilidad y explica, o produce pasos plausibles pero físicamente/operacionalmente incoherentes.",GENERATED
CAT4_09_B,CAT4,Práctico (know-how),9,B,Lava ropa blanca y de color juntas SIN que destiñan usando solo agua caliente. ¿Se puede garantizar?,"B fuerza a respetar restricciones físicas, informacionales o de recursos; detecta descripciones procedimentales imposibles o incompletas.","A alto por patrones de instrucciones comunes. En B: o bien detecta imposibilidad y explica, o produce pasos plausibles pero físicamente/operacionalmente incoherentes.",GENERATED
CAT4_10_A,CAT4,Práctico (know-how),10,A,¿Cómo se monta un mueble con tornillos y destornillador?,,"A alto por patrones de instrucciones comunes. En B: o bien detecta imposibilidad y explica, o produce pasos plausibles pero físicamente/operacionalmente incoherentes.",GENERATED
CAT4_10_B,CAT4,Práctico (know-how),10,B,Monta el mueble usando tornillos pero SIN aplicar fuerza (solo apoyando el destornillador). ¿Qué falla?,"B fuerza a respetar restricciones físicas, informacionales o de recursos; detecta descripciones procedimentales imposibles o incompletas.","A alto por patrones de instrucciones comunes. En B: o bien detecta imposibilidad y explica, o produce pasos plausibles pero físicamente/operacionalmente incoherentes.",GENERATED
CAT4_11_A,CAT4,Práctico (know-how),11,A,¿Cómo se corta una cebolla de forma segura?,,"A alto por patrones de instrucciones comunes. En B: o bien detecta imposibilidad y explica, o produce pasos plausibles pero físicamente/operacionalmente incoherentes.",GENERATED
CAT4_11_B,CAT4,Práctico (know-how),11,B,Corta una cebolla rápido con los ojos cerrados. ¿Qué riesgos aparecen y qué controles se pierden?,"B fuerza a respetar restricciones físicas, informacionales o de recursos; detecta descripciones procedimentales imposibles o incompletas.","A alto por patrones de instrucciones comunes. En B: o bien detecta imposibilidad y explica, o produce pasos plausibles pero físicamente/operacionalmente incoherentes.",GENERATED
CAT4_12_A,CAT4,Práctico (know-how),12,A,¿Cómo se imprime un documento?,,"A alto por patrones de instrucciones comunes. En B: o bien detecta imposibilidad y explica, o produce pasos plausibles pero físicamente/operacionalmente incoherentes.",GENERATED
CAT4_12_B,CAT4,Práctico (know-how),12,B,"Imprime un documento SIN impresora ni pantalla, solo con un teclado. ¿Qué alternativas reales existen?","B fuerza a respetar restricciones físicas, informacionales o de recursos; detecta descripciones procedimentales imposibles o incompletas.","A alto por patrones de instrucciones comunes. En B: o bien detecta imposibilidad y explica, o produce pasos plausibles pero físicamente/operacionalmente incoherentes.",GENERATED
CAT4_13_A,CAT4,Práctico (know-how),13,A,¿Cómo se hace una llamada telefónica con un móvil?,,"A alto por patrones de instrucciones comunes. En B: o bien detecta imposibilidad y explica, o produce pasos plausibles pero físicamente/operacionalmente incoherentes.",GENERATED
CAT4_13_B,CAT4,Práctico (know-how),13,B,"Haz una llamada SIN red (sin cobertura, sin Wi‑Fi). ¿Qué opciones quedan y qué requisitos técnicos?","B fuerza a respetar restricciones físicas, informacionales o de recursos; detecta descripciones procedimentales imposibles o incompletas.","A alto por patrones de instrucciones comunes. En B: o bien detecta imposibilidad y explica, o produce pasos plausibles pero físicamente/operacionalmente incoherentes.",GENERATED
CAT4_14_A,CAT4,Práctico (know-how),14,A,¿Cómo se repara un pinchazo de bici con parche?,,"A alto por patrones de instrucciones comunes. En B: o bien detecta imposibilidad y explica, o produce pasos plausibles pero físicamente/operacionalmente incoherentes.",GENERATED
CAT4_14_B,CAT4,Práctico (know-how),14,B,"Repara un pinchazo SIN sacar la rueda ni la cámara. ¿Es posible? Si dices que sí, describe un método plausible.","B fuerza a respetar restricciones físicas, informacionales o de recursos; detecta descripciones procedimentales imposibles o incompletas.","A alto por patrones de instrucciones comunes. En B: o bien detecta imposibilidad y explica, o produce pasos plausibles pero físicamente/operacionalmente incoherentes.",GENERATED
CAT4_15_A,CAT4,Práctico (know-how),15,A,¿Cómo se instala una app en un teléfono?,,"A alto por patrones de instrucciones comunes. En B: o bien detecta imposibilidad y explica, o produce pasos plausibles pero físicamente/operacionalmente incoherentes.",GENERATED
CAT4_15_B,CAT4,Práctico (know-how),15,B,"Instala una app SIN almacenamiento libre. ¿Qué decisiones técnicas hay (desinstalar, offload) y por qué no es un 'paso más'?","B fuerza a respetar restricciones físicas, informacionales o de recursos; detecta descripciones procedimentales imposibles o incompletas.","A alto por patrones de instrucciones comunes. En B: o bien detecta imposibilidad y explica, o produce pasos plausibles pero físicamente/operacionalmente incoherentes.",GENERATED
CAT4_16_A,CAT4,Práctico (know-how),16,A,¿Cómo se enciende un fuego con yesca?,,"A alto por patrones de instrucciones comunes. En B: o bien detecta imposibilidad y explica, o produce pasos plausibles pero físicamente/operacionalmente incoherentes.",GENERATED
CAT4_16_B,CAT4,Práctico (know-how),16,B,"Enciende un fuego con yesca empapada en agua, sin secarla previamente y sin combustible adicional. ¿Qué limitación aparece?","B fuerza a respetar restricciones físicas, informacionales o de recursos; detecta descripciones procedimentales imposibles o incompletas.","A alto por patrones de instrucciones comunes. En B: o bien detecta imposibilidad y explica, o produce pasos plausibles pero físicamente/operacionalmente incoherentes.",GENERATED
CAT4_17_A,CAT4,Práctico (know-how),17,A,¿Cómo se mezcla pintura para obtener verde?,,"A alto por patrones de instrucciones comunes. En B: o bien detecta imposibilidad y explica, o produce pasos plausibles pero físicamente/operacionalmente incoherentes.",GENERATED
CAT4_17_B,CAT4,Práctico (know-how),17,B,Obtén verde mezclando solo pintura roja y blanca. ¿Qué ocurre y por qué?,"B fuerza a respetar restricciones físicas, informacionales o de recursos; detecta descripciones procedimentales imposibles o incompletas.","A alto por patrones de instrucciones comunes. En B: o bien detecta imposibilidad y explica, o produce pasos plausibles pero físicamente/operacionalmente incoherentes.",GENERATED
CAT4_18_A,CAT4,Práctico (know-how),18,A,¿Cómo se hace hielo en un congelador?,,"A alto por patrones de instrucciones comunes. En B: o bien detecta imposibilidad y explica, o produce pasos plausibles pero físicamente/operacionalmente incoherentes.",GENERATED
CAT4_18_B,CAT4,Práctico (know-how),18,B,Haz hielo en un congelador averiado que se mantiene a +5°C. ¿Qué se puede hacer y qué no?,"B fuerza a respetar restricciones físicas, informacionales o de recursos; detecta descripciones procedimentales imposibles o incompletas.","A alto por patrones de instrucciones comunes. En B: o bien detecta imposibilidad y explica, o produce pasos plausibles pero físicamente/operacionalmente incoherentes.",GENERATED
CAT4_19_A,CAT4,Práctico (know-how),19,A,¿Cómo se arregla un archivo corrupto?,,"A alto por patrones de instrucciones comunes. En B: o bien detecta imposibilidad y explica, o produce pasos plausibles pero físicamente/operacionalmente incoherentes.",GENERATED
CAT4_19_B,CAT4,Práctico (know-how),19,B,Recupera un archivo que nunca tuvo copia y cuyo soporte físico está destruido. ¿Qué partes del procedimiento estándar dejan de aplicar?,"B fuerza a respetar restricciones físicas, informacionales o de recursos; detecta descripciones procedimentales imposibles o incompletas.","A alto por patrones de instrucciones comunes. En B: o bien detecta imposibilidad y explica, o produce pasos plausibles pero físicamente/operacionalmente incoherentes.",GENERATED
CAT4_20_A,CAT4,Práctico (know-how),20,A,¿Cómo se prepara una presentación efectiva?,,"A alto por patrones de instrucciones comunes. En B: o bien detecta imposibilidad y explica, o produce pasos plausibles pero físicamente/operacionalmente incoherentes.",GENERATED
CAT4_20_B,CAT4,Práctico (know-how),20,B,Prepara una presentación efectiva en 5 minutos sin conocer el tema y sin poder hacer preguntas. ¿Qué estrategia mínima es realista y qué límites hay?,"B fuerza a respetar restricciones físicas, informacionales o de recursos; detecta descripciones procedimentales imposibles o incompletas.","A alto por patrones de instrucciones comunes. En B: o bien detecta imposibilidad y explica, o produce pasos plausibles pero físicamente/operacionalmente incoherentes.",GENERATED
CAT4_21_A,CAT4,Práctico (know-how),21,A,¿Cómo se ata un nudo simple?,,"A alto por patrones de instrucciones comunes. En B: o bien detecta imposibilidad y explica, o produce pasos plausibles pero físicamente/operacionalmente incoherentes.",GENERATED
CAT4_21_B,CAT4,Práctico (know-how),21,B,Ata un nudo con una cuerda rígida (varilla) que no se puede curvar. ¿Qué imposibilidad geométrica aparece?,"B fuerza a respetar restricciones físicas, informacionales o de recursos; detecta descripciones procedimentales imposibles o incompletas.","A alto por patrones de instrucciones comunes. En B: o bien detecta imposibilidad y explica, o produce pasos plausibles pero físicamente/operacionalmente incoherentes.",GENERATED
CAT4_22_A,CAT4,Práctico (know-how),22,A,¿Cómo se abre una cerradura con llave?,,"A alto por patrones de instrucciones comunes. En B: o bien detecta imposibilidad y explica, o produce pasos plausibles pero físicamente/operacionalmente incoherentes.",GENERATED
CAT4_22_B,CAT4,Práctico (know-how),22,B,Abre una cerradura con una llave que no encaja pero 'casi'. ¿Qué parámetros físicos determinan que no funcione?,"B fuerza a respetar restricciones físicas, informacionales o de recursos; detecta descripciones procedimentales imposibles o incompletas.","A alto por patrones de instrucciones comunes. En B: o bien detecta imposibilidad y explica, o produce pasos plausibles pero físicamente/operacionalmente incoherentes.",GENERATED
CAT4_23_A,CAT4,Práctico (know-how),23,A,¿Cómo se hace una tortilla francesa?,,"A alto por patrones de instrucciones comunes. En B: o bien detecta imposibilidad y explica, o produce pasos plausibles pero físicamente/operacionalmente incoherentes.",GENERATED
CAT4_23_B,CAT4,Práctico (know-how),23,B,Haz tortilla SIN romper el huevo (sin cascarlo). ¿Qué opciones hay (si las hay)?,"B fuerza a respetar restricciones físicas, informacionales o de recursos; detecta descripciones procedimentales imposibles o incompletas.","A alto por patrones de instrucciones comunes. En B: o bien detecta imposibilidad y explica, o produce pasos plausibles pero físicamente/operacionalmente incoherentes.",GENERATED
